20
0	2.23607	2	5	3	2.82843	8.24621	7.07107	8	7.61577	5.09902	5.65685	2.23607	6.40312	8.544	6	5.83095	4.24264	1.41421	9.43398	
2.23607	0	1	2.82843	1.41421	3	6.7082	5.38516	6.08276	5.38516	3.60555	3.60555	3.16228	4.47214	6.32456	4.12311	4.12311	2.23607	3.60555	7.2111	
2	1	0	3.60555	1	2	6.32456	5.09902	6	5.83095	3.16228	4.47214	2.23607	5.38516	6.7082	4	5.09902	3.16228	3.16228	7.81025	
5	2.82843	3.60555	0	3.16228	5.38516	6.40312	5	5	3	4.12311	1	5.83095	2	4	3.60555	2.23607	1	6.40312	4.47214	
3	1.41421	1	3.16228	0	2.23607	5.38516	4.12311	5	5	2.23607	4.12311	2.82843	5.09902	5.83095	3	5	3	4.12311	7.07107	
2.82843	3	2	5.38516	2.23607	0	6	5.09902	6.32456	7.07107	3.16228	6.32456	1	7.28011	7.81025	4.47214	7.07107	5.09902	3.16228	9.21954	
8.24621	6.7082	6.32456	6.40312	5.38516	6	0	1.41421	2	5.09902	3.16228	7.2111	7	8.06226	5	2.82843	8.60233	7.07107	9.05539	7	
7.07107	5.38516	5.09902	5	4.12311	5.09902	1.41421	0	1.41421	4	2	5.83095	6.08276	6.7082	4.12311	1.41421	7.2111	5.65685	8	6.08276	
8	6.08276	6	5	5	6.32456	2	1.41421	0	3.16228	3.16228	5.65685	7.28011	6.40312	3	2	7.07107	5.83095	9.05539	5	
7.61577	5.38516	5.83095	3	5	7.07107	5.09902	4	3.16228	0	4.47214	3.16228	7.81025	3.60555	1	3.16228	4.47214	4	8.94427	2.23607	
5.09902	3.60555	3.16228	4.12311	2.23607	3.16228	3.16228	2	3.16228	4.47214	0	5.09902	4.12311	6.08276	5	1.41421	6.32456	4.47214	6	6.7082	
5.65685	3.60555	4.47214	1	4.12311	6.32456	7.2111	5.83095	5.65685	3.16228	5.09902	0	6.7082	1	4.12311	4.47214	1.41421	1.41421	7.07107	4.12311	
2.23607	3.16228	2.23607	5.83095	2.82843	1	7	6.08276	7.28011	7.81025	4.12311	6.7082	0	7.61577	8.60233	5.38516	7.28011	5.38516	2.23607	9.89949	
6.40312	4.47214	5.38516	2	5.09902	7.28011	8.06226	6.7082	6.40312	3.60555	6.08276	1	7.61577	0	4.47214	5.38516	1	2.23607	7.81025	4	
8.544	6.32456	6.7082	4	5.83095	7.81025	5	4.12311	3	1	5	4.12311	8.60233	4.47214	0	3.60555	5.38516	5	9.84886	2	
6	4.12311	4	3.60555	3	4.47214	2.82843	1.41421	2	3.16228	1.41421	4.47214	5.38516	5.38516	3.60555	0	5.83095	4.24264	7.07107	5.38516	
5.83095	4.12311	5.09902	2.23607	5	7.07107	8.60233	7.2111	7.07107	4.47214	6.32456	1.41421	7.28011	1	5.38516	5.83095	0	2	7.2111	5	
4.24264	2.23607	3.16228	1	3	5.09902	7.07107	5.65685	5.83095	4	4.47214	1.41421	5.38516	2.23607	5	4.24264	2	0	5.65685	5.38516	
1.41421	3.60555	3.16228	6.40312	4.12311	3.16228	9.05539	8	9.05539	8.94427	6	7.07107	2.23607	7.81025	9.84886	7.07107	7.2111	5.65685	0	10.8167	
9.43398	7.2111	7.81025	4.47214	7.07107	9.21954	7	6.08276	5	2.23607	6.7082	4.12311	9.89949	4	2	5.38516	5	5.38516	10.8167	0	
