20
0	149	697	677	44	428	215	691	96	945	656	97	564	282	96	379	79	860	203	477	
149	0	286	597	241	807	19	61	59	992	202	330	165	825	516	796	99	995	166	934	
697	286	0	65	323	588	383	14	413	339	504	689	488	701	902	607	152	720	178	451	
677	597	65	0	913	345	375	39	843	317	627	793	657	560	490	626	134	177	880	499	
44	241	323	913	0	546	870	294	113	777	908	695	100	349	530	946	754	573	206	114	
428	807	588	345	546	0	289	118	192	677	540	505	30	498	757	709	503	55	388	255	
215	19	383	375	870	289	0	860	802	191	87	804	742	115	524	991	496	369	802	309	
691	61	14	39	294	118	860	0	258	349	675	520	39	283	493	839	16	539	779	901	
96	59	413	843	113	192	802	258	0	295	31	246	657	355	985	909	447	659	59	58	
945	992	339	317	777	677	191	349	295	0	319	62	505	151	452	898	177	232	616	532	
656	202	504	627	908	540	87	675	31	319	0	191	627	654	936	906	118	400	712	267	
97	330	689	793	695	505	804	520	246	62	191	0	392	402	418	999	235	95	989	579	
564	165	488	657	100	30	742	39	657	505	627	392	0	576	922	765	591	579	247	560	
282	825	701	560	349	498	115	283	355	151	654	402	576	0	30	616	676	783	148	30	
96	516	902	490	530	757	524	493	985	452	936	418	922	30	0	90	737	33	524	280	
379	796	607	626	946	709	991	839	909	898	906	999	765	616	90	0	676	966	154	354	
79	99	152	134	754	503	496	16	447	177	118	235	591	676	737	676	0	589	749	1000	
860	995	720	177	573	55	369	539	659	232	400	95	579	783	33	966	589	0	990	690	
203	166	178	880	206	388	802	779	59	616	712	989	247	148	524	154	749	990	0	454	
477	934	451	499	114	255	309	901	58	532	267	579	560	30	280	354	1000	690	454	0	
