20
0	7	10	3	5	10	1	4	6	1	3	5	6	4	2	8	8	2	1	2	
7	0	5	8	3	8	8	5	5	7	2	2	2	5	9	8	6	7	2	1	
10	5	0	4	1	9	5	9	5	8	7	3	8	3	4	2	9	4	9	2	
3	8	4	0	8	8	5	10	10	1	10	4	9	8	5	9	1	9	8	5	
5	3	1	8	0	10	6	3	2	9	4	2	1	9	6	8	8	5	3	8	
10	8	9	8	10	0	4	10	2	4	4	3	4	10	8	4	6	8	7	8	
1	8	5	5	6	4	0	7	3	2	8	8	2	5	4	8	5	4	6	6	
4	5	9	10	3	10	7	0	1	3	1	2	3	6	7	4	2	5	9	1	
6	5	5	10	2	2	3	1	0	1	9	3	10	9	7	1	8	6	4	9	
1	7	8	1	9	4	2	3	1	0	7	4	9	5	4	3	5	9	3	1	
3	2	7	10	4	4	8	1	9	7	0	3	8	2	8	8	6	1	6	8	
5	2	3	4	2	3	8	2	3	4	3	0	6	10	8	2	8	4	8	6	
6	2	8	9	1	4	2	3	10	9	8	6	0	4	5	9	1	10	4	9	
4	5	3	8	9	10	5	6	9	5	2	10	4	0	5	4	2	6	9	5	
2	9	4	5	6	8	4	7	7	4	8	8	5	5	0	10	6	1	9	5	
8	8	2	9	8	4	8	4	1	3	8	2	9	4	10	0	2	7	3	6	
8	6	9	1	8	6	5	2	8	5	6	8	1	2	6	2	0	3	3	2	
2	7	4	9	5	8	4	5	6	9	1	4	10	6	1	7	3	0	1	6	
1	2	9	8	3	7	6	9	4	3	6	8	4	9	9	3	3	1	0	3	
2	1	2	5	8	8	6	1	9	1	8	6	9	5	5	6	2	6	3	0	
