20
0	36	71	24	94	38	8	41	37	34	80	88	88	31	47	14	63	92	38	54	
36	0	92	3	53	84	29	85	92	93	35	26	28	21	73	8	27	11	64	79	
71	92	0	76	75	48	100	19	82	19	62	33	69	97	41	31	83	60	80	48	
24	3	76	0	49	5	96	76	55	26	87	30	41	1	42	22	85	97	83	28	
94	53	75	49	0	18	71	34	75	2	76	26	97	60	17	90	37	81	7	85	
38	84	48	5	18	0	39	36	29	15	85	95	82	41	62	56	63	46	51	48	
8	29	100	96	71	39	0	17	2	79	23	14	71	67	16	54	27	22	62	16	
41	85	19	76	34	36	17	0	58	59	39	26	33	69	4	33	69	58	54	16	
37	92	82	55	75	29	2	58	0	75	83	75	59	84	87	11	83	84	98	33	
34	93	19	26	2	15	79	59	75	0	1	33	87	33	49	69	14	52	64	20	
80	35	62	87	76	85	23	39	83	1	0	39	90	39	7	71	50	97	75	12	
88	26	33	30	26	95	14	26	75	33	39	0	78	38	46	14	69	2	3	41	
88	28	69	41	97	82	71	33	59	87	90	78	0	95	85	85	16	88	36	94	
31	21	97	1	60	41	67	69	84	33	39	38	95	0	5	7	53	96	2	92	
47	73	41	42	17	62	16	4	87	49	7	46	85	5	0	86	99	58	76	4	
14	8	31	22	90	56	54	33	11	69	71	14	85	7	86	0	68	36	24	53	
63	27	83	85	37	63	27	69	83	14	50	69	16	53	99	68	0	33	98	29	
92	11	60	97	81	46	22	58	84	52	97	2	88	96	58	36	33	0	26	18	
38	64	80	83	7	51	62	54	98	64	75	3	36	2	76	24	98	26	0	95	
54	79	48	28	85	48	16	16	33	20	12	41	94	92	4	53	29	18	95	0	
