20
0	2	5	5	4	5	5	5	7	10	8	9	10	9	6	7	8	6	10	2	
2	0	5	9	8	9	10	3	4	7	2	4	6	4	2	8	7	4	6	4	
5	5	0	3	8	5	2	6	5	7	5	2	9	1	7	7	4	9	5	9	
5	9	3	0	3	10	4	4	1	3	7	7	6	7	5	7	9	9	6	5	
4	8	8	3	0	3	9	8	10	9	8	4	2	10	7	2	2	7	5	5	
5	9	5	10	3	0	2	2	1	4	5	1	8	5	5	6	5	1	5	1	
5	10	2	4	9	2	0	8	5	6	6	10	7	5	8	6	5	5	4	10	
5	3	6	4	8	2	8	0	7	1	9	2	2	3	8	2	1	9	8	2	
7	4	5	1	10	1	5	7	0	6	5	10	5	2	1	3	4	5	9	3	
10	7	7	3	9	4	6	1	6	0	1	1	7	10	10	5	9	10	6	3	
8	2	5	7	8	5	6	9	5	1	0	4	4	1	3	1	6	9	6	1	
9	4	2	7	4	1	10	2	10	1	4	0	2	3	10	1	7	10	5	9	
10	6	9	6	2	8	7	2	5	7	4	2	0	1	7	8	4	1	5	2	
9	4	1	7	10	5	5	3	2	10	1	3	1	0	1	3	7	3	8	2	
6	2	7	5	7	5	8	8	1	10	3	10	7	1	0	10	5	2	7	5	
7	8	7	7	2	6	6	2	3	5	1	1	8	3	10	0	2	10	8	9	
8	7	4	9	2	5	5	1	4	9	6	7	4	7	5	2	0	4	8	7	
6	4	9	9	7	1	5	9	5	10	9	10	1	3	2	10	4	0	6	7	
10	6	5	6	5	5	4	8	9	6	6	5	5	8	7	8	8	6	0	9	
2	4	9	5	5	1	10	2	3	3	1	9	2	2	5	9	7	7	9	0	
