50
0	99	4	66	51	18	30	27	25	18	87	24	91	84	18	45	22	27	46	71	19	77	91	25	5	56	83	83	14	65	21	5	4	60	66	43	16	94	45	55	38	44	76	75	47	28	99	74	50	77	
99	0	65	41	16	98	17	94	96	75	27	19	98	39	94	39	72	53	44	2	98	22	100	55	16	54	52	39	49	51	39	55	46	30	44	40	50	23	28	82	8	100	97	63	69	88	71	38	35	77	
4	65	0	95	36	85	23	98	45	65	67	86	58	87	53	3	30	55	16	61	66	24	58	5	37	83	22	33	84	80	12	44	23	62	22	82	8	69	85	32	39	67	22	23	94	44	69	75	62	67	
66	41	95	0	81	97	58	16	5	20	8	47	91	84	29	81	15	28	4	38	58	78	34	38	32	85	13	24	42	46	46	72	36	66	15	92	90	15	1	29	45	32	62	10	41	74	55	57	69	28	
51	16	36	81	0	27	29	14	59	35	81	27	31	1	83	72	84	31	87	30	9	10	20	99	9	22	99	22	30	35	27	93	30	64	93	49	40	92	49	70	12	14	48	68	34	69	44	8	37	72	
18	98	85	97	27	0	4	95	31	98	25	12	87	97	98	20	89	24	38	87	57	38	99	4	51	65	97	57	62	84	28	21	51	76	87	34	76	73	41	46	44	23	61	56	62	11	58	91	10	16	
30	17	23	58	29	4	0	31	83	99	5	61	50	5	40	16	65	44	67	6	91	94	11	8	22	18	82	41	1	58	62	66	44	54	26	83	22	53	31	42	28	6	99	89	3	3	4	72	28	63	
27	94	98	16	14	95	31	0	69	65	85	98	53	51	27	50	92	53	78	67	81	27	9	90	53	5	42	29	81	59	55	5	70	97	55	5	38	40	75	70	69	52	81	92	82	12	58	69	42	87	
25	96	45	5	59	31	83	69	0	2	59	11	12	68	74	77	56	11	46	75	18	85	62	14	95	61	26	21	48	18	18	60	85	25	60	34	99	79	10	81	20	1	11	9	5	28	80	96	68	29	
18	75	65	20	35	98	99	65	2	0	33	80	99	88	50	97	93	86	39	25	36	21	39	45	43	35	8	78	36	74	50	68	28	71	27	61	6	48	25	53	69	95	78	29	6	92	16	41	66	94	
87	27	67	8	81	25	5	85	59	33	0	7	82	64	35	100	40	5	29	71	73	67	43	40	11	88	11	98	82	31	3	32	36	24	83	92	12	20	43	49	5	90	85	19	21	72	33	46	38	85	
24	19	86	47	27	12	61	98	11	80	7	0	63	71	43	81	77	74	90	38	90	72	49	44	94	99	10	91	99	76	51	3	71	76	62	5	99	87	33	80	7	28	10	58	99	89	41	48	50	81	
91	98	58	91	31	87	50	53	12	99	82	63	0	38	19	16	27	96	93	5	30	86	100	88	21	62	36	97	34	95	15	7	46	3	28	33	39	72	36	31	28	42	57	24	35	26	4	97	24	58	
84	39	87	84	1	97	5	51	68	88	64	71	38	0	6	40	38	52	9	98	12	51	84	25	98	68	60	91	88	74	36	43	10	52	59	25	16	90	13	80	84	70	64	45	86	60	96	23	43	9	
18	94	53	29	83	98	40	27	74	50	35	43	19	6	0	76	45	89	92	54	79	53	53	44	93	66	22	73	21	82	23	4	15	7	86	99	21	79	71	98	75	91	24	53	97	4	100	92	16	15	
45	39	3	81	72	20	16	50	77	97	100	81	16	40	76	0	85	41	39	91	71	35	34	52	83	57	2	34	68	41	42	43	25	18	1	85	31	80	41	43	33	90	27	22	17	12	68	79	56	23	
22	72	30	15	84	89	65	92	56	93	40	77	27	38	45	85	0	68	75	17	1	98	45	86	90	79	87	84	43	45	88	35	52	94	2	41	9	61	35	31	32	98	4	93	58	61	24	27	55	52	
27	53	55	28	31	24	44	53	11	86	5	74	96	52	89	41	68	0	78	31	11	8	66	58	18	60	5	9	82	38	3	33	36	61	5	94	53	96	51	91	17	75	67	74	53	59	55	49	44	25	
46	44	16	4	87	38	67	78	46	39	29	90	93	9	92	39	75	78	0	47	70	63	93	31	83	11	9	55	29	63	67	67	2	82	82	46	68	7	74	98	80	71	85	66	51	13	26	31	35	80	
71	2	61	38	30	87	6	67	75	25	71	38	5	98	54	91	17	31	47	0	80	35	61	91	14	6	46	11	9	46	8	52	17	54	50	21	93	14	82	73	90	45	94	29	71	98	93	58	34	37	
19	98	66	58	9	57	91	81	18	36	73	90	30	12	79	71	1	11	70	80	0	92	70	60	1	16	89	37	54	54	84	30	29	52	19	76	57	81	67	78	41	1	14	14	43	57	14	92	99	46	
77	22	24	78	10	38	94	27	85	21	67	72	86	51	53	35	98	8	63	35	92	0	40	86	12	52	98	95	50	20	91	30	93	79	9	94	29	15	30	68	98	96	47	44	98	68	27	48	9	54	
91	100	58	34	20	99	11	9	62	39	43	49	100	84	53	34	45	66	93	61	70	40	0	96	1	48	37	75	59	57	79	36	35	22	8	55	67	32	85	46	42	41	61	19	53	21	54	74	53	98	
25	55	5	38	99	4	8	90	14	45	40	44	88	25	44	52	86	58	31	91	60	86	96	0	71	70	33	46	97	26	66	62	67	11	65	60	66	68	17	32	20	11	90	2	69	38	38	74	64	49	
5	16	37	32	9	51	22	53	95	43	11	94	21	98	93	83	90	18	83	14	1	12	1	71	0	94	26	76	38	83	28	42	40	81	15	28	4	7	68	18	28	52	100	96	95	29	72	81	86	9	
56	54	83	85	22	65	18	5	61	35	88	99	62	68	66	57	79	60	11	6	16	52	48	70	94	0	60	50	43	30	40	46	19	92	4	13	16	98	13	94	61	35	68	85	50	67	99	16	43	72	
83	52	22	13	99	97	82	42	26	8	11	10	36	60	22	2	87	5	9	46	89	98	37	33	26	60	0	82	86	99	15	40	22	4	74	53	49	4	85	90	6	91	83	39	77	32	88	57	46	26	
83	39	33	24	22	57	41	29	21	78	98	91	97	91	73	34	84	9	55	11	37	95	75	46	76	50	82	0	49	48	95	60	76	94	33	98	12	65	42	13	3	37	87	24	34	54	73	77	60	53	
14	49	84	42	30	62	1	81	48	36	82	99	34	88	21	68	43	82	29	9	54	50	59	97	38	43	86	49	0	53	60	39	36	72	59	56	31	66	25	5	20	87	50	80	2	83	74	97	2	70	
65	51	80	46	35	84	58	59	18	74	31	76	95	74	82	41	45	38	63	46	54	20	57	26	83	30	99	48	53	0	17	76	78	69	36	44	22	98	3	27	96	74	54	4	59	67	51	93	87	35	
21	39	12	46	27	28	62	55	18	50	3	51	15	36	23	42	88	3	67	8	84	91	79	66	28	40	15	95	60	17	0	15	96	75	79	48	80	11	28	12	55	68	34	76	67	49	30	95	98	78	
5	55	44	72	93	21	66	5	60	68	32	3	7	43	4	43	35	33	67	52	30	30	36	62	42	46	40	60	39	76	15	0	56	32	50	28	37	33	57	63	57	13	80	47	72	53	78	62	89	70	
4	46	23	36	30	51	44	70	85	28	36	71	46	10	15	25	52	36	2	17	29	93	35	67	40	19	22	76	36	78	96	56	0	64	48	40	23	50	64	61	100	68	6	21	57	86	98	80	37	9	
60	30	62	66	64	76	54	97	25	71	24	76	3	52	7	18	94	61	82	54	52	79	22	11	81	92	4	94	72	69	75	32	64	0	32	86	21	79	25	34	34	49	72	81	90	83	84	93	41	39	
66	44	22	15	93	87	26	55	60	27	83	62	28	59	86	1	2	5	82	50	19	9	8	65	15	4	74	33	59	36	79	50	48	32	0	17	33	46	50	77	2	87	51	54	63	43	73	49	25	70	
