80
0	6.08276	9.21954	10.6301	7.07107	7.07107	1	5	1	2	2	8.60233	8.06226	2.23607	9.43398	8.24621	7.61577	7.28011	2.23607	8.06226	4.12311	5.09902	7.2111	3	1.41421	8.544	6.7082	7.61577	3.16228	8.94427	4.24264	6.08276	5.09902	4.47214	8.24621	5	1.41421	1.41421	6.08276	5	6.7082	7.28011	3.16228	5.09902	4.12311	11.3137	5	3.16228	6.40312	7.07107	2	1	10	3.16228	5.65685	8.24621	7	2.23607	8	8	8.06226	9.21954	3.60555	5.38516	6.08276	8.60233	6	3.16228	2.23607	7.2111	3	8.94427	8.544	6.32456	9.43398	5.38516	8.544	3.60555	7.07107	2.82843	
6.08276	0	6	6.32456	1	7.81025	6.32456	9.48683	5.09902	4.12311	8.06226	6.08276	6.32456	8.24621	4.47214	2.23607	2.23607	10	7.07107	3.16228	2	6.40312	3	6.32456	7	2.82843	10.2956	10.8167	3	3.60555	9.21954	2	8.06226	5	8.06226	4.24264	5	7.28011	8.60233	2.82843	5.83095	7.2111	9	2.23607	2.82843	7.28011	1.41421	7.28011	3.16228	4.12311	6.08276	6	7	3.60555	3.60555	10.6301	8.48528	5.09902	9.21954	2.23607	9.89949	5.09902	9.05539	8.94427	7.07107	4.12311	7.81025	5.38516	4.47214	5.38516	9.05539	7.28011	7.61577	9.43398	7.07107	5.65685	11.4018	4.47214	2.23607	8.06226	
9.21954	6	0	2	6.08276	5	10	9.48683	8.60233	8.06226	10.6301	1	2	11.3137	2.82843	5.38516	4.12311	8	8.60233	3.16228	6.32456	5.38516	3	7.2111	9.21954	4.47214	9.05539	9	6.7082	3.60555	9.84886	8	7.28011	5	4.12311	4.24264	7.81025	10.6301	7.07107	4.47214	3.16228	4	10.8167	8.06226	8.24621	2.23607	7.07107	8.06226	3.16228	2.23607	7.81025	8.48528	1	8.544	3.60555	8.06226	6	7.07107	6.08276	7.28011	7.07107	1.41421	10.2956	8.24621	5.09902	2.23607	6.08276	6.40312	8.94427	2.23607	11.4018	2.23607	3.16228	8.06226	1.41421	4.47214	9.05539	5.65685	8.06226	9.43398	
10.6301	6.32456	2	0	6.08276	7	11.3137	11.4018	9.89949	9.21954	12.2066	3	4	12.8062	2	5	4.12311	10	10.2956	3.16228	7.2111	7.28011	3.60555	8.94427	10.8167	4	11.0454	11	7.81025	3	11.7047	8.24621	9.21954	6.7082	6.08276	5.83095	9.21954	12.0416	9.05539	5.65685	5.09902	6	12.53	8.544	8.94427	1	7.61577	9.84886	4.24264	3.60555	9.43398	10	2.23607	9.43398	5	10.0499	8	8.60233	8.06226	7	9.05539	1.41421	12.083	10.198	7.07107	2.23607	8.06226	8.06226	10	4.12311	13.0384	4.12311	5.09902	10.0499	3.16228	6.32456	11.0454	7.2111	8.06226	11.1803	
7.07107	1	6.08276	6.08276	0	8.48528	7.28011	10.4403	6.08276	5.09902	9.05539	6.32456	6.7082	9.21954	4.12311	1.41421	2	10.8167	8.06226	3	3	7.2111	3.16228	7.28011	8	2.23607	11.1803	11.6619	4	3.16228	10.198	2.23607	8.94427	5.83095	8.60233	5	6	8.24621	9.43398	3.60555	6.40312	7.81025	10	2.82843	3.60555	7.07107	2.23607	8.24621	3.60555	4.47214	7.07107	7	7.07107	4.47214	4.24264	11.4018	9.21954	6.08276	9.89949	1.41421	10.6301	5	10.0499	9.84886	7.81025	4	8.60233	6.32456	5.38516	5.83095	10.0499	7.61577	8.06226	10.2956	7.28011	6.40312	12.2066	5.38516	2	9.05539	
7.07107	7.81025	5	7	8.48528	0	8.06226	5	7	7.07107	7.61577	4	3	8.544	7.28011	8.60233	7.2111	3	5.38516	6.7082	6.7082	2	5.83095	4.12311	6.32456	8.06226	4.12311	4	6.32456	7.61577	5.65685	9.43398	2.82843	3.16228	1.41421	3.60555	6	8.24621	2.23607	5	2.23607	1	7.2111	8.94427	8.544	7.07107	8.06226	4.47214	5	4.47214	5.09902	6.08276	5.09902	8.24621	4.24264	3.16228	1	5	1.41421	9.89949	2.23607	6.08276	6.40312	3.60555	1	6.32456	1.41421	4	8.06226	3.16228	8.06226	3.16228	2.23607	3.16228	4.12311	2.23607	4.12311	4.12311	10	5.83095	
1	6.32456	10	11.3137	7.28011	8.06226	0	5.83095	1.41421	2.23607	2.23607	9.43398	8.94427	2	10	8.544	8.06226	8.24621	3.16228	8.60233	4.47214	6.08276	7.81025	4	2.23607	8.94427	7.61577	8.544	3.60555	9.43398	5	6	6.08276	5.38516	9.21954	5.83095	2.23607	1	7.07107	5.65685	7.61577	8.24621	3.60555	5	4	12.0416	5.09902	4.12311	7.07107	7.81025	3	2	10.8167	3	6.40312	9.21954	8	3.16228	9	8.06226	9.05539	9.89949	4.24264	6.32456	7.07107	9.21954	7	4.12311	2	8.06226	3.16228	9.84886	9.48683	7.28011	10.2956	6.32456	9.48683	4.47214	7	3.60555	
5	9.48683	9.48683	11.4018	10.4403	5	5.83095	0	5.65685	6.40312	4.12311	8.544	7.61577	5.09902	11.0454	11.1803	10.0499	3.16228	2.82843	10	7.61577	4.12311	9	3.16228	3.60555	11.0454	2	3	6.7082	11	1	10.2956	2.23607	5	6.40312	6	5	5.38516	2.82843	7.07107	6.32456	5.83095	3	9.43398	8.60233	11.7047	8.94427	2.23607	8	8.06226	3.60555	4.24264	9.84886	7.81025	7	4.12311	4.24264	4.47214	5	11.7047	4.47214	10.198	2	1.41421	4.47214	10.0499	3.60555	4.12311	7.07107	7.28011	4	8.06226	7.2111	2.23607	8.94427	5.09902	4	5.09902	11.1803	2.23607	
1	5.09902	8.60233	9.89949	6.08276	7	1.41421	5.65685	0	1	3	8.06226	7.61577	3.16228	8.60233	7.28011	6.7082	7.61577	2.82843	7.2111	3.16228	5	6.40312	3.16228	2.23607	7.61577	7.2111	8.06226	2.23607	8.06226	5	5.09902	5.38516	4.12311	8.06226	4.47214	1	2.23607	6.32456	4.24264	6.32456	7.07107	4.12311	4.12311	3.16228	10.6301	4	3.60555	5.65685	6.40312	2.23607	1.41421	9.43398	2.23607	5	8.544	7.07107	2	8.06226	7	8.24621	8.48528	4.47214	5.83095	6	7.81025	6.08276	3	1.41421	6.7082	4	8.544	8.24621	6.7082	8.94427	5.09902	8.94427	3.16228	6.08276	3.60555	
2	4.12311	8.06226	9.21954	5.09902	7.07107	2.23607	6.40312	1	0	4	7.61577	7.28011	4.12311	7.81025	6.32456	5.83095	8.06226	3.60555	6.40312	2.23607	5.09902	5.65685	3.60555	3.16228	6.7082	7.81025	8.60233	1.41421	7.2111	5.83095	4.12311	5.83095	4	8	4.12311	1.41421	3.16228	6.7082	3.60555	6.08276	7	5.09902	3.16228	2.23607	10	3	4.24264	5	5.83095	2.82843	2.23607	8.94427	1.41421	4.47214	8.94427	7.28011	2.23607	8.24621	6	8.544	7.81025	5.38516	6.40312	6.08276	7.07107	6.32456	3.16228	1	6.32456	5	8.24621	8.06226	7.2111	8.544	5	9.43398	3	5.09902	4.47214	
