20
0	7.07107	6.40312	5.09902	1	9.21954	5	8	2.82843	5	2	9.43398	8.544	2.23607	5.83095	8.24621	5.09902	4.24264	8.06226	5.65685	
7.07107	0	1	4	7.81025	2.23607	2.23607	5.83095	4.24264	2.23607	5.83095	3	3.60555	5	2	4.24264	6	2.82843	5	1.41421	
6.40312	1	0	4.12311	7.07107	2.82843	1.41421	5	3.60555	2	5.38516	3.16228	3.16228	4.47214	1	3.60555	6.08276	2.23607	4.24264	1	
5.09902	4	4.12311	0	6.08276	6.08276	3.60555	8.60233	3.16228	2.23607	3.16228	7	7.28011	3	4.47214	7.61577	2	2.82843	8.06226	3.16228	
1	7.81025	7.07107	6.08276	0	9.89949	5.65685	8.06226	3.60555	5.83095	3	10	8.94427	3.16228	6.40312	8.544	6.08276	5	8.24621	6.40312	
9.21954	2.23607	2.82843	6.08276	9.89949	0	4.24264	6.08276	6.40312	4.47214	8.06226	1.41421	3.16228	7.2111	3.60555	4.12311	8.06226	5	5.09902	3.60555	
5	2.23607	1.41421	3.60555	5.65685	4.24264	0	5	2.23607	1.41421	4.12311	4.47214	4	3.16228	1	4.12311	5.38516	1	4.47214	1	
8	5.83095	5	8.60233	8.06226	6.08276	5	0	6.32456	6.40312	8.24621	5	3	7.28011	4.24264	2	10.2956	5.83095	1	5.65685	
2.82843	4.24264	3.60555	3.16228	3.60555	6.40312	2.23607	6.32456	0	2.23607	2	6.7082	6.08276	1	3.16228	6	4.24264	1.41421	6.08276	2.82843	
5	2.23607	2	2.23607	5.83095	4.47214	1.41421	6.40312	2.23607	0	3.60555	5.09902	5.09902	2.82843	2.23607	5.38516	4.12311	1	5.83095	1	
2	5.83095	5.38516	3.16228	3	8.06226	4.12311	8.24621	2	3.60555	0	8.544	8.06226	1	5.09902	8	3.16228	3.16228	8.06226	4.47214	
9.43398	3	3.16228	7	10	1.41421	4.47214	5	6.7082	5.09902	8.544	0	2	7.61577	3.60555	3	9	5.38516	4	4.12311	
8.544	3.60555	3.16228	7.28011	8.94427	3.16228	4	3	6.08276	5.09902	8.06226	2	0	7.07107	3	1	9.21954	5	2	4.12311	
2.23607	5	4.47214	3	3.16228	7.2111	3.16228	7.28011	1	2.82843	1	7.61577	7.07107	0	4.12311	7	3.60555	2.23607	7.07107	3.60555	
5.83095	2	1	4.47214	6.40312	3.60555	1	4.24264	3.16228	2.23607	5.09902	3.60555	3	4.12311	0	3.16228	6.32456	2	3.60555	1.41421	
8.24621	4.24264	3.60555	7.61577	8.544	4.12311	4.12311	2	6	5.38516	8	3	1	7	3.16228	0	9.48683	5.09902	1	4.47214	
5.09902	6	6.08276	2	6.08276	8.06226	5.38516	10.2956	4.24264	4.12311	3.16228	9	9.21954	3.60555	6.32456	9.48683	0	4.47214	9.84886	5.09902	
4.24264	2.82843	2.23607	2.82843	5	5	1	5.83095	1.41421	1	3.16228	5.38516	5	2.23607	2	5.09902	4.47214	0	5.38516	1.41421	
8.06226	5	4.24264	8.06226	8.24621	5.09902	4.47214	1	6.08276	5.83095	8.06226	4	2	7.07107	3.60555	1	9.84886	5.38516	0	5	
5.65685	1.41421	1	3.16228	6.40312	3.60555	1	5.65685	2.82843	1	4.47214	4.12311	4.12311	3.60555	1.41421	4.47214	5.09902	1.41421	5	0	
