120
0	41	85	58	89	93	2	69	3	88	84	16	49	39	75	30	66	56	74	55	99	1	46	46	71	14	24	13	36	70	40	90	89	52	100	85	77	48	10	17	88	67	21	43	37	35	17	84	44	60	68	23	37	74	76	83	76	88	38	66	78	4	29	46	24	21	100	31	3	21	88	73	8	46	46	27	1	27	27	65	23	22	8	18	57	53	12	69	29	73	32	48	13	63	62	13	37	97	82	68	15	31	69	38	95	23	14	25	28	10	41	84	55	80	98	40	79	33	23	58	
41	0	24	5	21	27	20	69	64	10	95	7	33	61	41	20	24	87	9	72	70	56	24	69	72	1	56	43	5	21	71	32	84	16	59	56	82	72	27	99	31	1	29	78	62	5	57	14	98	40	14	31	21	64	4	4	4	52	74	23	17	18	53	52	44	18	93	1	14	42	41	81	2	27	5	73	4	53	23	26	78	33	3	8	92	93	4	39	28	86	26	68	47	50	25	82	95	21	53	85	74	25	24	30	57	11	54	57	84	23	83	88	25	7	2	89	71	12	8	81	
85	24	0	13	62	90	30	67	30	71	66	32	92	65	24	9	5	83	16	17	49	4	70	85	93	26	20	38	53	68	85	65	52	80	92	98	84	43	96	4	68	56	99	60	39	20	2	56	95	74	25	74	85	50	16	80	3	58	93	94	35	62	51	75	38	36	54	96	1	34	91	75	34	26	62	58	55	42	39	10	34	38	66	63	8	22	71	65	52	68	100	41	2	70	76	24	57	72	100	31	40	37	11	55	60	46	60	79	38	87	95	92	23	93	67	61	17	11	14	27	
58	5	13	0	72	29	85	2	41	50	52	93	25	100	86	30	73	30	84	13	4	29	11	15	3	75	93	10	24	12	8	47	89	77	95	47	83	91	48	74	88	20	43	53	18	17	83	30	85	51	46	5	24	33	60	33	71	94	2	31	95	79	56	14	15	77	32	24	74	60	41	60	56	70	12	1	41	97	57	6	67	78	32	10	100	72	98	9	80	64	18	80	24	31	33	90	59	33	13	19	55	51	100	5	68	51	28	56	61	33	50	10	63	14	52	1	10	69	43	56	
89	21	62	72	0	73	70	81	72	53	50	45	82	69	2	32	47	73	99	16	28	28	78	32	96	6	70	31	68	54	99	12	5	60	100	93	98	78	94	94	44	28	70	85	98	2	4	48	85	25	86	66	90	49	5	62	86	97	63	52	42	39	68	93	43	17	52	37	30	64	21	3	27	85	5	1	59	25	28	60	61	45	11	50	55	21	79	30	52	53	83	21	8	22	27	46	58	10	3	83	89	46	32	54	74	54	53	56	25	50	92	1	66	60	86	16	30	19	16	18	
93	27	90	29	73	0	78	86	56	97	43	23	43	89	83	62	72	23	87	80	73	60	97	29	61	40	95	38	46	11	45	23	75	68	32	20	60	8	99	69	49	25	3	7	84	44	77	57	95	4	75	7	94	77	95	98	88	23	78	56	76	62	1	49	90	97	80	86	27	57	16	37	49	5	47	49	51	37	53	43	60	59	77	74	38	24	28	75	48	66	54	52	96	65	95	82	91	44	71	20	62	54	81	54	94	89	11	34	6	98	87	93	35	9	94	73	48	95	46	38	
2	20	30	85	70	78	0	100	45	46	19	89	34	10	26	54	73	76	7	39	24	37	76	99	49	73	60	82	55	38	10	36	92	98	13	38	84	86	94	20	27	14	60	34	51	55	18	71	68	36	5	35	34	88	92	32	77	79	38	43	14	63	59	32	100	4	41	47	56	15	76	64	30	99	23	45	37	30	49	51	97	71	20	26	46	27	81	41	16	53	21	86	9	5	30	69	47	1	85	83	47	19	10	40	92	41	36	1	48	58	76	48	15	4	72	21	34	2	20	26	
69	69	67	2	81	86	100	0	67	28	75	69	86	65	46	80	99	48	17	22	92	10	55	4	38	27	36	78	75	83	17	3	32	67	51	90	100	20	12	63	14	75	43	54	51	2	52	78	5	82	90	68	1	25	28	92	12	14	38	88	84	46	18	69	74	69	35	7	89	14	21	53	93	71	49	99	20	65	94	89	73	14	99	25	16	88	75	61	46	69	7	3	5	7	87	16	26	54	40	42	12	3	43	70	28	4	58	30	11	29	75	95	27	93	85	65	86	18	71	77	
3	64	30	41	72	56	45	67	0	55	97	78	67	7	85	58	30	19	77	28	65	19	36	31	75	98	33	81	37	11	60	95	55	79	11	31	56	27	88	16	93	45	14	71	85	62	89	61	46	79	67	9	11	60	13	36	13	32	27	42	78	75	7	14	8	24	99	69	2	27	97	43	78	38	71	78	63	78	87	55	47	76	92	66	16	24	61	34	6	14	25	9	72	64	20	89	16	16	30	39	68	74	34	75	10	79	32	76	38	66	34	93	99	39	59	64	11	3	32	66	
88	10	71	50	53	97	46	28	55	0	64	48	44	95	7	42	99	4	18	57	83	94	88	27	10	68	91	96	98	16	15	76	46	22	17	16	20	46	98	25	68	99	41	22	72	55	3	73	39	69	70	72	79	1	59	51	30	67	36	40	81	26	96	90	28	86	65	7	100	64	40	54	98	61	11	80	72	62	12	60	57	26	44	4	77	32	14	78	22	51	36	13	28	15	15	97	44	22	87	100	95	50	1	89	81	77	93	17	16	59	18	45	61	42	92	51	46	44	47	76	
84	95	66	52	50	43	19	75	97	64	0	69	88	9	37	32	70	6	52	45	60	15	98	76	81	9	3	63	98	22	50	13	38	5	66	14	14	86	27	30	68	24	85	79	47	46	89	57	19	35	53	8	99	89	31	92	76	61	36	48	36	20	47	51	71	53	4	40	32	42	37	8	80	68	12	22	86	91	97	74	75	100	26	36	88	5	77	26	72	83	64	29	67	54	96	53	71	78	6	52	51	96	37	41	37	43	70	83	96	36	76	63	21	99	41	86	81	71	68	7	
16	7	32	93	45	23	89	69	78	48	69	0	8	100	67	26	28	72	40	20	65	61	26	22	48	64	3	56	70	4	7	45	58	89	28	77	57	95	32	42	21	76	58	35	76	40	28	82	14	42	9	59	89	12	50	41	1	78	63	26	91	45	75	46	86	6	75	12	60	16	71	7	80	62	86	85	76	92	1	61	54	44	13	83	28	44	4	30	45	19	32	62	56	89	94	46	19	27	90	67	84	22	72	81	95	50	75	5	85	10	40	57	99	75	57	48	41	34	14	29	
49	33	92	25	82	43	34	86	67	44	88	8	0	80	81	47	17	34	92	87	66	57	72	37	51	64	73	10	49	93	77	6	21	94	88	6	47	65	13	61	49	33	88	45	73	67	14	96	50	68	42	84	82	97	45	60	79	41	29	68	59	66	65	11	26	71	76	26	6	96	87	64	55	54	20	96	50	57	76	87	30	51	59	15	93	98	67	62	76	73	46	99	10	31	48	6	59	29	28	2	28	97	41	96	77	66	65	5	9	70	45	48	97	49	96	45	23	77	4	29	
