50
0	365	743	102	328	682	74	573	497	42	963	288	764	551	921	946	725	297	466	399	287	443	952	800	347	172	621	315	812	700	701	307	617	477	852	11	74	5	632	249	263	305	431	240	869	411	403	230	971	431	
365	0	141	784	236	723	313	731	733	653	569	333	282	713	676	882	452	219	504	227	326	306	229	804	784	822	804	229	915	148	937	179	238	455	988	992	160	440	510	481	71	593	986	718	176	247	785	967	952	479	
743	141	0	228	357	915	586	899	174	979	27	979	453	956	17	248	266	765	304	231	470	529	533	231	481	183	553	152	895	878	877	797	217	645	400	479	760	259	181	682	591	274	608	315	330	169	146	914	561	66	
102	784	228	0	635	20	417	8	344	173	301	94	885	508	273	588	516	23	352	27	455	873	942	428	138	929	192	59	45	332	490	386	304	750	201	155	664	741	251	309	321	111	340	564	196	117	707	466	556	87	
328	236	357	635	0	692	562	835	722	462	847	610	840	103	232	73	711	783	486	667	420	923	249	326	633	67	800	89	365	294	624	351	811	500	720	492	926	157	290	757	35	488	291	460	855	894	959	988	595	504	
682	723	915	20	692	0	543	586	133	61	836	653	169	177	433	448	799	995	276	773	47	710	677	460	18	195	146	764	211	708	658	121	31	123	72	39	288	396	443	518	872	249	140	399	980	645	815	533	126	339	
74	313	586	417	562	543	0	790	143	976	304	90	773	158	926	107	585	883	794	498	969	199	256	981	338	791	957	195	327	237	486	889	105	626	679	907	657	297	286	407	397	910	2	759	615	679	462	885	812	538	
573	731	899	8	835	586	790	0	794	180	19	967	52	292	948	495	594	463	820	605	603	778	342	363	7	254	75	113	165	335	30	626	972	372	113	231	819	696	524	896	812	960	696	559	638	119	494	24	467	726	
497	733	174	344	722	133	143	794	0	141	359	498	8	932	608	38	589	612	684	134	589	26	290	62	272	732	773	845	956	290	373	328	982	63	208	440	308	87	394	184	890	611	267	434	515	491	704	394	699	804	
42	653	979	173	462	61	976	180	141	0	132	418	619	162	305	872	389	879	41	917	656	5	10	111	742	57	225	481	212	936	318	569	673	958	337	739	739	660	459	148	255	290	193	842	911	6	692	450	1	835	
963	569	27	301	847	836	304	19	359	132	0	388	81	917	54	310	839	551	325	467	921	382	433	667	126	916	781	426	341	624	335	306	893	48	655	841	596	154	845	173	60	45	56	405	379	203	612	473	410	450	
288	333	979	94	610	653	90	967	498	418	388	0	852	565	680	180	297	778	343	883	625	165	232	313	971	676	595	991	354	670	634	540	296	163	646	273	869	996	521	410	880	324	702	223	565	535	46	164	504	145	
764	282	453	885	840	169	773	52	8	619	81	852	0	693	886	369	499	772	223	745	858	744	116	715	280	810	765	230	6	672	860	779	914	517	706	314	918	277	382	497	865	907	631	55	427	558	660	838	451	617	
551	713	956	508	103	177	158	292	932	162	917	565	693	0	506	160	370	274	575	780	117	46	260	8	975	747	336	393	686	437	226	161	703	677	719	856	124	215	917	510	741	75	991	496	821	559	818	209	126	803	
921	676	17	273	232	433	926	948	608	305	54	680	886	506	0	871	923	871	93	963	86	733	997	43	264	384	491	379	925	360	896	449	257	727	291	22	380	369	829	853	214	721	919	783	907	269	466	862	464	613	
946	882	248	588	73	448	107	495	38	872	310	180	369	160	871	0	302	776	103	176	464	518	815	161	414	774	904	192	141	373	189	331	981	289	506	286	850	807	968	808	151	296	63	800	310	826	596	656	323	108	
725	452	266	516	711	799	585	594	589	389	839	297	499	370	923	302	0	563	361	938	881	647	711	846	824	647	199	604	411	315	670	38	192	984	628	388	997	679	817	776	223	509	486	369	628	919	391	171	871	924	
297	219	765	23	783	995	883	463	612	879	551	778	772	274	871	776	563	0	271	125	836	463	509	955	844	501	846	388	139	172	562	743	545	701	459	674	758	907	28	147	162	564	183	354	715	672	290	230	712	967	
466	504	304	352	486	276	794	820	684	41	325	343	223	575	93	103	361	271	0	50	247	510	144	640	277	257	64	219	583	949	703	599	510	597	265	308	387	244	83	498	446	986	109	516	497	961	271	66	644	249	
399	227	231	27	667	773	498	605	134	917	467	883	745	780	963	176	938	125	50	0	431	75	210	384	746	202	412	614	728	873	260	889	493	915	285	100	613	95	889	957	584	898	227	535	47	195	174	53	238	813	
287	326	470	455	420	47	969	603	589	656	921	625	858	117	86	464	881	836	247	431	0	693	600	914	345	365	754	660	602	328	276	374	285	939	822	70	496	914	309	705	434	291	826	890	372	104	920	539	703	513	
443	306	529	873	923	710	199	778	26	5	382	165	744	46	733	518	647	463	510	75	693	0	870	34	101	257	926	736	92	48	876	223	561	521	339	210	865	820	805	297	334	775	218	220	103	153	595	656	217	759	
952	229	533	942	249	677	256	342	290	10	433	232	116	260	997	815	711	509	144	210	600	870	0	455	768	141	858	805	230	882	745	51	474	405	43	286	410	109	159	867	163	180	88	942	982	499	611	785	935	109	
800	804	231	428	326	460	981	363	62	111	667	313	715	8	43	161	846	955	640	384	914	34	455	0	483	663	946	200	239	954	711	543	2	978	568	115	699	838	31	138	350	944	838	824	171	196	953	262	909	993	
347	784	481	138	633	18	338	7	272	742	126	971	280	975	264	414	824	844	277	746	345	101	768	483	0	807	377	230	779	577	85	273	248	161	169	424	506	831	172	415	20	968	72	496	657	801	6	185	393	530	
172	822	183	929	67	195	791	254	732	57	916	676	810	747	384	774	647	501	257	202	365	257	141	663	807	0	826	83	861	862	536	364	837	89	127	808	632	435	590	963	988	181	820	258	399	153	916	90	525	919	
621	804	553	192	800	146	957	75	773	225	781	595	765	336	491	904	199	846	64	412	754	926	858	946	377	826	0	337	809	306	429	950	212	298	383	545	560	207	887	657	54	940	95	990	585	816	356	184	441	108	
315	229	152	59	89	764	195	113	845	481	426	991	230	393	379	192	604	388	219	614	660	736	805	200	230	83	337	0	221	90	53	960	725	360	932	899	389	271	676	394	894	308	311	979	236	495	795	10	823	137	
812	915	895	45	365	211	327	165	956	212	341	354	6	686	925	141	411	139	583	728	602	92	230	239	779	861	809	221	0	489	652	423	517	865	538	373	283	579	952	442	994	185	719	314	15	827	903	681	81	507	
700	148	878	332	294	708	237	335	290	936	624	670	672	437	360	373	315	172	949	873	328	48	882	954	577	862	306	90	489	0	497	889	111	346	572	802	964	578	318	484	489	399	446	153	268	88	975	614	1000	465	
701	937	877	490	624	658	486	30	373	318	335	634	860	226	896	189	670	562	703	260	276	876	745	711	85	536	429	53	652	497	0	752	875	629	862	474	785	857	881	721	812	519	468	159	441	87	94	869	665	550	
307	179	797	386	351	121	889	626	328	569	306	540	779	161	449	331	38	743	599	889	374	223	51	543	273	364	950	960	423	889	752	0	303	147	478	616	494	914	166	419	758	344	462	142	868	323	961	98	660	226	
617	238	217	304	811	31	105	972	982	673	893	296	914	703	257	981	192	545	510	493	285	561	474	2	248	837	212	725	517	111	875	303	0	721	487	644	353	133	882	865	963	524	357	849	477	120	167	193	784	670	
477	455	645	750	500	123	626	372	63	958	48	163	517	677	727	289	984	701	597	915	939	521	405	978	161	89	298	360	865	346	629	147	721	0	350	704	767	822	387	675	290	558	445	770	139	780	353	683	15	267	
852	988	400	201	720	72	679	113	208	337	655	646	706	719	291	506	628	459	265	285	822	339	43	568	169	127	383	932	538	572	862	478	487	350	0	736	886	686	941	9	65	695	442	504	52	197	800	503	72	487	
11	992	479	155	492	39	907	231	440	739	841	273	314	856	22	286	388	674	308	100	70	210	286	115	424	808	545	899	373	802	474	616	644	704	736	0	180	220	867	303	584	203	311	504	101	574	909	486	51	354	
74	160	760	664	926	288	657	819	308	739	596	869	918	124	380	850	997	758	387	613	496	865	410	699	506	632	560	389	283	964	785	494	353	767	886	180	0	939	849	54	60	589	730	403	52	571	873	524	272	664	
5	440	259	741	157	396	297	696	87	660	154	996	277	215	369	807	679	907	244	95	914	820	109	838	831	435	207	271	579	578	857	914	133	822	686	220	939	0	877	280	92	291	782	687	681	577	472	92	675	130	
632	510	181	251	290	443	286	524	394	459	845	521	382	917	829	968	817	28	83	889	309	805	159	31	172	590	887	676	952	318	881	166	882	387	941	867	849	877	0	641	244	352	931	77	670	678	965	471	275	148	
249	481	682	309	757	518	407	896	184	148	173	410	497	510	853	808	776	147	498	957	705	297	867	138	415	963	657	394	442	484	721	419	865	675	9	303	54	280	641	0	419	611	864	243	649	826	586	102	91	21	
263	71	591	321	35	872	397	812	890	255	60	880	865	741	214	151	223	162	446	584	434	334	163	350	20	988	54	894	994	489	812	758	963	290	65	584	60	92	244	419	0	9	248	876	398	360	117	409	811	860	
305	593	274	111	488	249	910	960	611	290	45	324	907	75	721	296	509	564	986	898	291	775	180	944	968	181	940	308	185	399	519	344	524	558	695	203	589	291	352	611	9	0	924	269	92	2	67	470	208	174	
431	986	608	340	291	140	2	696	267	193	56	702	631	991	919	63	486	183	109	227	826	218	88	838	72	820	95	311	719	446	468	462	357	445	442	311	730	782	931	864	248	924	0	908	431	666	610	79	559	810	
240	718	315	564	460	399	759	559	434	842	405	223	55	496	783	800	369	354	516	535	890	220	942	824	496	258	990	979	314	153	159	142	849	770	504	504	403	687	77	243	876	269	908	0	4	591	698	545	235	825	
869	176	330	196	855	980	615	638	515	911	379	565	427	821	907	310	628	715	497	47	372	103	982	171	657	399	585	236	15	268	441	868	477	139	52	101	52	681	670	649	398	92	431	4	0	655	253	843	594	610	
411	247	169	117	894	645	679	119	491	6	203	535	558	559	269	826	919	672	961	195	104	153	499	196	801	153	816	495	827	88	87	323	120	780	197	574	571	577	678	826	360	2	666	591	655	0	334	926	841	315	
403	785	146	707	959	815	462	494	704	692	612	46	660	818	466	596	391	290	271	174	920	595	611	953	6	916	356	795	903	975	94	961	167	353	800	909	873	472	965	586	117	67	610	698	253	334	0	280	574	845	
230	967	914	466	988	533	885	24	394	450	473	164	838	209	862	656	171	230	66	53	539	656	785	262	185	90	184	10	681	614	869	98	193	683	503	486	524	92	471	102	409	470	79	545	843	926	280	0	622	290	
971	952	561	556	595	126	812	467	699	1	410	504	451	126	464	323	871	712	644	238	703	217	935	909	393	525	441	823	81	1000	665	660	784	15	72	51	272	675	275	91	811	208	559	235	594	841	574	622	0	112	
431	479	66	87	504	339	538	726	804	835	450	145	617	803	613	108	924	967	249	813	513	759	109	993	530	919	108	137	507	465	550	226	670	267	487	354	664	130	148	21	860	174	810	825	610	315	845	290	112	0	
