50
0	1	2	3	4	1	1.41421	2.23607	3.16228	4.12311	2	2.23607	2.82843	3.60555	4.47214	3	3.16228	3.60555	4.24264	5	4	4.12311	4.47214	5	5.65685	5	5.09902	5.38516	5.83095	6.40312	6	6.08276	6.32456	6.7082	7.2111	7	7.07107	7.28011	7.61577	8.06226	8	8.06226	8.24621	8.544	8.94427	9	9.05539	9.21954	9.48683	9.84886	
1	0	1	2	3	1.41421	1	1.41421	2.23607	3.16228	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	4.24264	4.12311	4	4.12311	4.47214	5	5.09902	5	5.09902	5.38516	5.83095	6.08276	6	6.08276	6.32456	6.7082	7.07107	7	7.07107	7.28011	7.61577	8.06226	8	8.06226	8.24621	8.544	9.05539	9	9.05539	9.21954	9.48683	
2	1	0	1	2	2.23607	1.41421	1	1.41421	2.23607	2.82843	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	4.47214	4.12311	4	4.12311	4.47214	5.38516	5.09902	5	5.09902	5.38516	6.32456	6.08276	6	6.08276	6.32456	7.28011	7.07107	7	7.07107	7.28011	8.24621	8.06226	8	8.06226	8.24621	9.21954	9.05539	9	9.05539	9.21954	
3	2	1	0	1	3.16228	2.23607	1.41421	1	1.41421	3.60555	2.82843	2.23607	2	2.23607	4.24264	3.60555	3.16228	3	3.16228	5	4.47214	4.12311	4	4.12311	5.83095	5.38516	5.09902	5	5.09902	6.7082	6.32456	6.08276	6	6.08276	7.61577	7.28011	7.07107	7	7.07107	8.544	8.24621	8.06226	8	8.06226	9.48683	9.21954	9.05539	9	9.05539	
4	3	2	1	0	4.12311	3.16228	2.23607	1.41421	1	4.47214	3.60555	2.82843	2.23607	2	5	4.24264	3.60555	3.16228	3	5.65685	5	4.47214	4.12311	4	6.40312	5.83095	5.38516	5.09902	5	7.2111	6.7082	6.32456	6.08276	6	8.06226	7.61577	7.28011	7.07107	7	8.94427	8.544	8.24621	8.06226	8	9.84886	9.48683	9.21954	9.05539	9	
1	1.41421	2.23607	3.16228	4.12311	0	1	2	3	4	1	1.41421	2.23607	3.16228	4.12311	2	2.23607	2.82843	3.60555	4.47214	3	3.16228	3.60555	4.24264	5	4	4.12311	4.47214	5	5.65685	5	5.09902	5.38516	5.83095	6.40312	6	6.08276	6.32456	6.7082	7.2111	7	7.07107	7.28011	7.61577	8.06226	8	8.06226	8.24621	8.544	8.94427	
1.41421	1	1.41421	2.23607	3.16228	1	0	1	2	3	1.41421	1	1.41421	2.23607	3.16228	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	4.24264	4.12311	4	4.12311	4.47214	5	5.09902	5	5.09902	5.38516	5.83095	6.08276	6	6.08276	6.32456	6.7082	7.07107	7	7.07107	7.28011	7.61577	8.06226	8	8.06226	8.24621	8.544	
2.23607	1.41421	1	1.41421	2.23607	2	1	0	1	2	2.23607	1.41421	1	1.41421	2.23607	2.82843	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	4.47214	4.12311	4	4.12311	4.47214	5.38516	5.09902	5	5.09902	5.38516	6.32456	6.08276	6	6.08276	6.32456	7.28011	7.07107	7	7.07107	7.28011	8.24621	8.06226	8	8.06226	8.24621	
3.16228	2.23607	1.41421	1	1.41421	3	2	1	0	1	3.16228	2.23607	1.41421	1	1.41421	3.60555	2.82843	2.23607	2	2.23607	4.24264	3.60555	3.16228	3	3.16228	5	4.47214	4.12311	4	4.12311	5.83095	5.38516	5.09902	5	5.09902	6.7082	6.32456	6.08276	6	6.08276	7.61577	7.28011	7.07107	7	7.07107	8.544	8.24621	8.06226	8	8.06226	
4.12311	3.16228	2.23607	1.41421	1	4	3	2	1	0	4.12311	3.16228	2.23607	1.41421	1	4.47214	3.60555	2.82843	2.23607	2	5	4.24264	3.60555	3.16228	3	5.65685	5	4.47214	4.12311	4	6.40312	5.83095	5.38516	5.09902	5	7.2111	6.7082	6.32456	6.08276	6	8.06226	7.61577	7.28011	7.07107	7	8.94427	8.544	8.24621	8.06226	8	
