20
0	9.89949	1.41421	3.16228	9.21954	4	3.60555	4.47214	6.08276	6.40312	5.09902	1	7	4.12311	7.07107	7.07107	8.48528	6.7082	7.28011	5.83095	
9.89949	0	10	8.94427	1	7.61577	6.40312	9.48683	6.08276	3.60555	6.32456	9.21954	7	6.7082	6	6	1.41421	4.12311	5	4.47214	
1.41421	10	0	2	9.43398	5.09902	4.12311	3.16228	7	6.7082	6	2.23607	6.08276	5	8	6.32456	8.60233	6.40312	8.06226	5.65685	
3.16228	8.94427	2	0	8.544	5.83095	4.12311	1.41421	7.28011	6.08276	6.32456	3.60555	4.12311	5.38516	8.24621	4.47214	7.61577	5	8.06226	4.47214	
9.21954	1	9.43398	8.544	0	6.7082	5.65685	9.21954	5.09902	2.82843	5.38516	8.48528	7.07107	5.83095	5	6.08276	1	4	4	4.12311	
4	7.61577	5.09902	5.83095	6.7082	0	2.23607	7.2111	2.23607	4.12311	1.41421	3	8.06226	1	3.16228	7.61577	6.32456	6.08276	3.60555	5.09902	
3.60555	6.40312	4.12311	4.12311	5.65685	2.23607	0	5.38516	3.16228	2.82843	2.23607	2.82843	5.83095	1.41421	4.12311	5.38516	5	4	4	3	
4.47214	9.48683	3.16228	1.41421	9.21954	7.2111	5.38516	0	8.544	7	7.61577	5	3.60555	6.7082	9.48683	4.24264	8.24621	5.38516	9.21954	5.09902	
6.08276	6.08276	7	7.28011	5.09902	2.23607	3.16228	8.544	0	3.16228	1	5.09902	8.48528	2	1	7.81025	5	5.83095	1.41421	5	
6.40312	3.60555	6.7082	6.08276	2.82843	4.12311	2.82843	7	3.16228	0	3	5.65685	5.83095	3.16228	3.60555	5	2.23607	2.82843	2.82843	2.23607	
5.09902	6.32456	6	6.32456	5.38516	1.41421	2.23607	7.61577	1	3	0	4.12311	7.81025	1	2	7.2111	5.09902	5.38516	2.23607	4.47214	
1	9.21954	2.23607	3.60555	8.48528	3	2.82843	5	5.09902	5.65685	4.12311	0	7.07107	3.16228	6.08276	7	7.81025	6.32456	6.32456	5.38516	
7	7	6.08276	4.12311	7.07107	8.06226	5.83095	3.60555	8.48528	5.83095	7.81025	7.07107	0	7.2111	9.21954	1	6.08276	3.16228	8.60233	3.60555	
4.12311	6.7082	5	5.38516	5.83095	1	1.41421	6.7082	2	3.16228	1	3.16228	7.2111	0	3	6.7082	5.38516	5.09902	3.16228	4.12311	
7.07107	6	8	8.24621	5	3.16228	4.12311	9.48683	1	3.60555	2	6.08276	9.21954	3	0	8.48528	5.09902	6.40312	1	5.65685	
7.07107	6	6.32456	4.47214	6.08276	7.61577	5.38516	4.24264	7.81025	5	7.2111	7	1	6.7082	8.48528	0	5.09902	2.23607	7.81025	2.82843	
8.48528	1.41421	8.60233	7.61577	1	6.32456	5	8.24621	5	2.23607	5.09902	7.81025	6.08276	5.38516	5.09902	5.09902	0	3	4.12311	3.16228	
6.7082	4.12311	6.40312	5	4	6.08276	4	5.38516	5.83095	2.82843	5.38516	6.32456	3.16228	5.09902	6.40312	2.23607	3	0	5.65685	1	
7.28011	5	8.06226	8.06226	4	3.60555	4	9.21954	1.41421	2.82843	2.23607	6.32456	8.60233	3.16228	1	7.81025	4.12311	5.65685	0	5	
5.83095	4.47214	5.65685	4.47214	4.12311	5.09902	3	5.09902	5	2.23607	4.47214	5.38516	3.60555	4.12311	5.65685	2.82843	3.16228	1	5	0	
