80
0	7.07107	7	1	310.387	314.531	309.588	315.317	121.594	127.142	121.078	127.632	199.111	202.633	198.645	203.089	222.463	230.489	224.129	228.869	144.184	148.354	143.402	149.111	173.761	178.104	175.069	176.819	65.8635	73.4302	67.4166	72.0069	308.24	315.801	309.091	314.968	209.022	215.641	210.801	213.902	336.027	341.321	338.528	338.841	197.74	202.2	198.769	201.189	297.417	302.209	297.229	302.394	152.611	151.727	148.449	155.801	242.425	248.928	244.403	246.986	73.3894	70.5195	71.5122	72.4224	95.0158	93.1504	94.1541	94.0213	314.453	320.208	317.522	317.166	128.144	129.402	125.208	132.246	321.753	326.46	321.498	326.711	
7.07107	0	1	7	310.654	314.668	309.743	315.565	124.535	129.85	123.976	130.384	198.98	202.312	198.338	202.941	218.769	226.771	220.336	225.249	144.586	148.476	143.562	149.466	168.514	172.884	169.779	171.642	61.7414	69.3542	63.0635	68.1542	305.395	312.934	306.185	312.162	204.157	210.801	205.876	209.122	332.71	337.902	335.09	335.543	193.383	197.851	194.363	196.888	297.188	301.921	296.953	302.152	156.205	155	151.819	159.298	237.124	243.658	239.059	241.76	80.3243	77.4919	78.4347	79.404	101.597	99.7647	100.722	100.648	310.601	316.261	313.551	313.337	132.774	133.735	129.727	136.693	321.753	326.402	321.455	326.696	
7	1	0	7.07107	311.636	315.653	310.728	316.547	125.363	130.698	124.808	131.229	199.97	203.305	199.331	203.931	219.693	227.693	221.253	226.177	145.561	149.459	144.544	150.443	169.293	173.666	170.552	172.43	62.6498	70.2638	63.9531	69.0797	306.361	313.9	307.148	313.129	204.98	211.627	206.693	209.955	333.654	338.841	336.027	336.488	194.258	198.726	195.233	197.768	298.181	302.914	297.946	303.145	156.975	155.801	152.611	160.078	237.893	244.43	239.821	242.539	80.0062	77.201	78.1089	79.1202	101.119	99.2975	100.24	100.185	311.512	317.166	314.453	314.25	133.417	134.417	130.384	137.361	322.741	327.391	322.444	327.684	
1	7	7.07107	0	309.401	313.543	308.6	314.331	120.739	126.27	120.221	126.764	198.116	201.636	197.649	202.094	221.551	229.578	223.224	227.952	143.199	147.363	142.411	148.125	173.003	177.341	174.316	176.051	65	72.5603	66.5733	71.1196	307.28	314.841	308.133	314.006	208.214	214.83	210	213.084	335.09	340.389	337.597	337.902	196.881	201.341	197.914	200.325	296.422	301.213	296.233	301.398	151.819	150.904	147.635	155	241.671	248.169	243.655	246.221	73.736	70.8378	71.8679	72.7324	95.5249	93.6483	94.6678	94.5145	313.551	319.312	316.628	316.261	127.475	128.693	124.523	131.552	320.762	325.467	320.506	325.719	
310.387	310.654	311.636	309.401	0	7.07107	5	5	202.299	195.256	202.247	195.31	112.361	110.055	113.842	108.522	176.233	175.57	179.494	172.235	166.208	162.188	167.093	161.276	239.794	238.304	241.174	236.907	263.108	257.503	264.093	256.494	138.362	141.032	141.354	138.033	222.248	221.009	224.617	218.6	169.239	176.409	176.23	169.425	204.707	203.59	206.206	202.072	25.0799	25.4951	26.9258	23.5372	189.489	184.166	188.098	185.586	244.233	243.895	246.83	241.267	331.436	328.343	331.34	328.44	355.269	353.193	355.186	353.276	188.29	194.928	195.243	187.963	224.163	217.525	223.43	218.277	16.4012	21.6333	17.6918	20.5913	
314.531	314.668	315.653	313.543	7.07107	0	5	5	207.617	200.562	207.543	200.639	115.953	113.323	117.175	112.058	175.237	174.256	178.404	171.012	170.426	166.208	171.143	165.469	240.085	238.472	241.423	237.118	266.301	260.572	267.217	259.632	133.843	136.235	136.825	133.24	221.504	220.057	223.815	217.706	164.049	171.143	171.047	164.149	204.414	203.148	205.866	201.675	23.4307	22.3607	25	20.5913	195.489	190.045	193.961	191.604	242.528	242.002	245.082	239.416	336.719	333.6	336.595	333.726	360.702	358.615	360.606	358.712	183.992	190.518	190.919	183.576	230.063	223.376	229.262	224.199	9.43398	14.7648	10.6301	13.9284	
309.588	309.743	310.728	308.6	5	5	0	7.07107	202.633	195.576	202.556	195.655	111.086	108.522	112.361	107.201	172.2	171.406	175.422	168.107	165.469	161.276	166.208	160.515	236.381	234.828	237.739	233.452	261.536	255.838	262.469	254.88	133.375	136.033	136.367	133.034	218.332	217.002	220.676	214.618	164.247	171.421	171.237	164.438	200.998	199.81	202.475	198.313	20.5913	20.6155	22.3607	18.6815	190.633	185.154	189.066	186.754	239.927	239.52	242.508	236.907	331.73	328.609	331.604	328.737	355.726	353.638	355.629	353.736	183.325	189.953	190.276	182.989	225.175	218.477	224.357	219.317	13.9284	19.3132	14.7648	18.6815	
315.317	315.565	316.547	314.331	5	5	7.07107	0	207.292	200.25	207.241	200.302	117.175	114.791	118.596	113.323	179.201	178.354	182.409	175.071	171.143	167.093	172.003	166.208	243.446	241.897	244.806	240.52	267.845	262.208	268.812	261.216	138.813	141.227	141.796	138.232	225.364	224.009	227.702	221.633	169.047	176.139	176.045	169.145	208.062	206.867	209.538	205.373	27.4591	26.9258	29.1548	25.0799	194.373	189.082	193.018	190.465	246.789	246.333	249.359	243.731	336.43	333.338	336.335	333.434	360.251	358.176	360.169	358.258	188.939	195.479	195.87	188.534	229.072	222.445	228.355	223.182	12.8062	17.6918	14.4222	16.4012	
121.594	124.535	125.363	120.739	202.299	207.617	202.633	207.292	0	7.07107	1	7	102.956	108.688	105.095	106.621	183.076	190.263	186.454	186.955	53.7401	60.8112	57.3847	57.3847	178.213	180.854	180.189	178.885	106.888	106.775	109.59	104	243.033	250.41	244.884	248.6	197.03	201.896	199.865	199.09	277.346	284.192	281.94	279.635	176.782	180.155	178.639	178.314	194.987	200.262	195.346	199.912	34.4819	31.1448	28.6007	36.6197	235.637	240.52	238.466	237.716	129.139	126.063	129.062	126.143	153.183	151.076	153.062	151.199	267.589	274.798	272.809	269.616	36.7151	30.4631	33.2866	34.176	216.023	221.199	216.227	221	
127.142	129.85	130.698	126.27	195.256	200.562	195.576	200.25	7.07107	0	7	1	96.1769	101.966	98.4124	99.8098	178.53	185.607	181.97	182.236	48.2701	55.3173	52.2015	51.6236	176.255	178.757	178.241	176.777	109.275	108.688	111.893	105.991	236.916	244.264	238.801	242.421	193.879	198.595	196.743	195.758	271.398	278.289	276.065	273.66	173.349	176.618	175.231	174.751	187.92	193.197	188.282	192.844	32.573	27.7849	26	34.0147	232.433	237.192	235.287	234.361	136.18	133.094	136.092	133.184	160.253	158.146	160.131	158.269	262.179	269.429	267.479	264.169	41.4005	34.6699	38.2884	38.0789	208.959	214.133	209.16	213.937	
