20
0	1	2	3	4	1	1.41421	2.23607	3.16228	4.12311	2	2.23607	2.82843	3.60555	4.47214	3	3.16228	3.60555	4.24264	5	
1	0	1	2	3	1.41421	1	1.41421	2.23607	3.16228	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	4.24264	
2	1	0	1	2	2.23607	1.41421	1	1.41421	2.23607	2.82843	2.23607	2	2.23607	2.82843	3.60555	3.16228	3	3.16228	3.60555	
3	2	1	0	1	3.16228	2.23607	1.41421	1	1.41421	3.60555	2.82843	2.23607	2	2.23607	4.24264	3.60555	3.16228	3	3.16228	
4	3	2	1	0	4.12311	3.16228	2.23607	1.41421	1	4.47214	3.60555	2.82843	2.23607	2	5	4.24264	3.60555	3.16228	3	
1	1.41421	2.23607	3.16228	4.12311	0	1	2	3	4	1	1.41421	2.23607	3.16228	4.12311	2	2.23607	2.82843	3.60555	4.47214	
1.41421	1	1.41421	2.23607	3.16228	1	0	1	2	3	1.41421	1	1.41421	2.23607	3.16228	2.23607	2	2.23607	2.82843	3.60555	
2.23607	1.41421	1	1.41421	2.23607	2	1	0	1	2	2.23607	1.41421	1	1.41421	2.23607	2.82843	2.23607	2	2.23607	2.82843	
3.16228	2.23607	1.41421	1	1.41421	3	2	1	0	1	3.16228	2.23607	1.41421	1	1.41421	3.60555	2.82843	2.23607	2	2.23607	
4.12311	3.16228	2.23607	1.41421	1	4	3	2	1	0	4.12311	3.16228	2.23607	1.41421	1	4.47214	3.60555	2.82843	2.23607	2	
2	2.23607	2.82843	3.60555	4.47214	1	1.41421	2.23607	3.16228	4.12311	0	1	2	3	4	1	1.41421	2.23607	3.16228	4.12311	
2.23607	2	2.23607	2.82843	3.60555	1.41421	1	1.41421	2.23607	3.16228	1	0	1	2	3	1.41421	1	1.41421	2.23607	3.16228	
2.82843	2.23607	2	2.23607	2.82843	2.23607	1.41421	1	1.41421	2.23607	2	1	0	1	2	2.23607	1.41421	1	1.41421	2.23607	
3.60555	2.82843	2.23607	2	2.23607	3.16228	2.23607	1.41421	1	1.41421	3	2	1	0	1	3.16228	2.23607	1.41421	1	1.41421	
4.47214	3.60555	2.82843	2.23607	2	4.12311	3.16228	2.23607	1.41421	1	4	3	2	1	0	4.12311	3.16228	2.23607	1.41421	1	
3	3.16228	3.60555	4.24264	5	2	2.23607	2.82843	3.60555	4.47214	1	1.41421	2.23607	3.16228	4.12311	0	1	2	3	4	
3.16228	3	3.16228	3.60555	4.24264	2.23607	2	2.23607	2.82843	3.60555	1.41421	1	1.41421	2.23607	3.16228	1	0	1	2	3	
3.60555	3.16228	3	3.16228	3.60555	2.82843	2.23607	2	2.23607	2.82843	2.23607	1.41421	1	1.41421	2.23607	2	1	0	1	2	
4.24264	3.60555	3.16228	3	3.16228	3.60555	2.82843	2.23607	2	2.23607	3.16228	2.23607	1.41421	1	1.41421	3	2	1	0	1	
5	4.24264	3.60555	3.16228	3	4.47214	3.60555	2.82843	2.23607	2	4.12311	3.16228	2.23607	1.41421	1	4	3	2	1	0	
