20
0	49	690	578	829	270	564	165	596	468	451	354	849	450	900	257	54	656	14	23	
49	0	153	219	786	926	495	297	548	423	357	191	761	101	967	537	625	580	60	739	
690	153	0	415	114	90	581	887	108	902	988	872	564	623	7	802	538	92	982	361	
578	219	415	0	665	202	322	986	980	810	177	53	528	939	9	460	35	708	415	595	
829	786	114	665	0	469	580	200	89	958	262	223	438	24	767	448	333	223	698	678	
270	926	90	202	469	0	260	838	150	600	113	340	542	352	255	407	841	519	986	223	
564	495	581	322	580	260	0	963	451	448	231	956	83	200	895	752	341	239	909	254	
165	297	887	986	200	838	963	0	869	528	669	157	249	379	718	644	874	586	191	520	
596	548	108	980	89	150	451	869	0	382	176	971	707	92	555	817	235	815	420	478	
468	423	902	810	958	600	448	528	382	0	937	495	157	999	179	412	786	338	453	428	
451	357	988	177	262	113	231	669	176	937	0	634	628	99	223	488	424	586	625	853	
354	191	872	53	223	340	956	157	971	495	634	0	614	856	977	32	459	704	23	9	
849	761	564	528	438	542	83	249	707	157	628	614	0	416	610	899	602	69	611	667	
450	101	623	939	24	352	200	379	92	999	99	856	416	0	687	119	801	325	1000	743	
900	967	7	9	767	255	895	718	555	179	223	977	610	687	0	258	790	620	317	838	
257	537	802	460	448	407	752	644	817	412	488	32	899	119	258	0	786	760	85	713	
54	625	538	35	333	841	341	874	235	786	424	459	602	801	790	786	0	606	385	385	
656	580	92	708	223	519	239	586	815	338	586	704	69	325	620	760	606	0	181	505	
14	60	982	415	698	986	909	191	420	453	625	23	611	1000	317	85	385	181	0	446	
23	739	361	595	678	223	254	520	478	428	853	9	667	743	838	713	385	505	446	0	
