20
0	16	10	76	72	97	65	8	1	92	96	33	8	70	77	43	81	20	70	16	
16	0	82	68	17	50	85	39	64	13	40	66	19	59	7	99	78	19	36	81	
10	82	0	75	60	23	75	68	78	5	52	33	37	47	71	77	96	23	57	53	
76	68	75	0	7	2	7	97	45	66	62	62	72	41	72	47	30	39	25	36	
72	17	60	7	0	53	69	34	28	54	82	4	17	35	54	88	58	76	33	22	
97	50	23	2	53	0	20	14	77	95	25	67	55	92	69	57	8	16	77	59	
65	85	75	7	69	20	0	22	85	66	88	68	73	30	25	10	38	22	40	70	
8	39	68	97	34	14	22	0	56	87	26	68	82	76	83	11	92	68	12	40	
1	64	78	45	28	77	85	56	0	47	92	46	63	49	93	24	24	43	3	48	
92	13	5	66	54	95	66	87	47	0	91	5	96	54	18	89	58	18	74	34	
96	40	52	62	82	25	88	26	92	91	0	38	49	77	21	67	37	12	33	46	
33	66	33	62	4	67	68	68	46	5	38	0	80	45	47	68	26	38	41	49	
8	19	37	72	17	55	73	82	63	96	49	80	0	14	3	17	98	71	83	21	
70	59	47	41	35	92	30	76	49	54	77	45	14	0	9	79	26	93	54	47	
77	7	71	72	54	69	25	83	93	18	21	47	3	9	0	15	62	50	48	32	
43	99	77	47	88	57	10	11	24	89	67	68	17	79	15	0	16	84	30	27	
81	78	96	30	58	8	38	92	24	58	37	26	98	26	62	16	0	66	44	39	
20	19	23	39	76	16	22	68	43	18	12	38	71	93	50	84	66	0	85	5	
70	36	57	25	33	77	40	12	3	74	33	41	83	54	48	30	44	85	0	79	
16	81	53	36	22	59	70	40	48	34	46	49	21	47	32	27	39	5	79	0	
