20
0	5.09902	4.12311	2	5.09902	3.60555	5.65685	2	1	3.16228	2.23607	4.12311	6.08276	3.16228	4.24264	5.09902	3.60555	1	3	3	
5.09902	0	2.23607	5.83095	5.65685	7.28011	3.16228	7.07107	6.08276	6.32456	4.12311	5	6.40312	2	2.82843	7.2111	3.60555	5.38516	5.38516	2.23607	
4.12311	2.23607	0	4.12311	6.7082	7.2111	5	6.08276	5.09902	6.40312	4.24264	5.83095	7.61577	2.23607	4.12311	7.81025	4.47214	4	5.65685	1.41421	
2	5.83095	4.12311	0	7.07107	5.38516	7.2111	2.82843	2.23607	5.09902	4.12311	6.08276	8.06226	4.24264	5.83095	7.07107	5.38516	1	5	3.60555	
5.09902	5.65685	6.7082	7.07107	0	3.60555	3.16228	5.83095	5.38516	2.82843	3	1	1	4.47214	2.82843	2	2.23607	6.08276	2.23607	5.38516	
3.60555	7.28011	7.2111	5.38516	3.60555	0	6.08276	3	3.16228	1	3.16228	3.16228	4.24264	5.38516	5	2.23607	4	4.47214	2	5.83095	
5.65685	3.16228	5	7.2111	3.16228	6.08276	0	7.2111	6.40312	5.09902	3.60555	3	3.60555	3.16228	1.41421	5.09902	2.23607	6.40312	4.12311	4.12311	
2	7.07107	6.08276	2.82843	5.83095	3	7.2111	0	1	3.16228	3.60555	5	6.7082	5.09902	5.83095	5.09902	5	2.23607	3.60555	5	
1	6.08276	5.09902	2.23607	5.38516	3.16228	6.40312	1	0	3	2.82843	4.47214	6.32456	4.12311	5	5	4.24264	1.41421	3.16228	4	
3.16228	6.32456	6.40312	5.09902	2.82843	1	5.09902	3.16228	3	0	2.23607	2.23607	3.60555	4.47214	4	2	3	4.12311	1	5	
2.23607	4.12311	4.24264	4.12311	3	3.16228	3.60555	3.60555	2.82843	2.23607	0	2	4	2.23607	2.23607	3.60555	1.41421	3.16228	1.41421	2.82843	
4.12311	5	5.83095	6.08276	1	3.16228	3	5	4.47214	2.23607	2	0	2	3.60555	2.23607	2.23607	1.41421	5.09902	1.41421	4.47214	
6.08276	6.40312	7.61577	8.06226	1	4.24264	3.60555	6.7082	6.32456	3.60555	4	2	0	5.38516	3.60555	2.23607	3.16228	7.07107	3.16228	6.32456	
3.16228	2	2.23607	4.24264	4.47214	5.38516	3.16228	5.09902	4.12311	4.47214	2.23607	3.60555	5.38516	0	2	5.65685	2.23607	3.60555	3.60555	1	
4.24264	2.82843	4.12311	5.83095	2.82843	5	1.41421	5.83095	5	4	2.23607	2.23607	3.60555	2	0	4.47214	1	5	3	3	
5.09902	7.2111	7.81025	7.07107	2	2.23607	5.09902	5.09902	5	2	3.60555	2.23607	2.23607	5.65685	4.47214	0	3.60555	6.08276	2.23607	6.40312	
3.60555	3.60555	4.47214	5.38516	2.23607	4	2.23607	5	4.24264	3	1.41421	1.41421	3.16228	2.23607	1	3.60555	0	4.47214	2	3.16228	
1	5.38516	4	1	6.08276	4.47214	6.40312	2.23607	1.41421	4.12311	3.16228	5.09902	7.07107	3.60555	5	6.08276	4.47214	0	4	3.16228	
3	5.38516	5.65685	5	2.23607	2	4.12311	3.60555	3.16228	1	1.41421	1.41421	3.16228	3.60555	3	2.23607	2	4	0	4.24264	
3	2.23607	1.41421	3.60555	5.38516	5.83095	4.12311	5	4	5	2.82843	4.47214	6.32456	1	3	6.40312	3.16228	3.16228	4.24264	0	
